Year,County of Residence,County of Residence Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Abnormal Conditions Checked,Abnormal Conditions Checked Code,Births,% of Total Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average LMP Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Live Birth (months),Average Interval Since Last Other Pregnancy Outcome (months)
2024,"Hidalgo County, TX",48215,None checked,1,At least one checked,0,1239,0.0003,28.38,34.67,35.27,2503.71,30.65,9.49,57.94,55.50
2024,"Hidalgo County, TX",48215,None checked,1,None checked,1,12322,0.0034,27.47,38.2,38.43,3227.81,29.13,10.15,52.35,50.54
2024,"Jefferson County, TX",48245,At least one checked,0,At least one checked,0,11,0,31.09,35.36,35.45,2874.36,30.44,7.82,62.88,83.67
2024,"Jefferson County, TX",48245,At least one checked,0,None checked,1,17,0,26.82,38.65,38.76,3345.06,28,11.71,65.43,11.00
2024,"Jefferson County, TX",48245,None checked,1,At least one checked,0,523,0.0001,28.32,35.9,36.22,2735.16,30.07,9.52,52.1,48.47
2024,"Jefferson County, TX",48245,None checked,1,None checked,1,2520,0.0007,27.65,38.54,38.71,3245.99,28.56,10.66,53.56,51.26
2024,"Johnson County, TX",48251,At least one checked,0,None checked,1,14,0,29.86,39.36,40,3808.79,26.92,10.36,36.5,26.00
2024,"Johnson County, TX",48251,None checked,1,At least one checked,0,328,0.0001,29.25,36.01,36.37,2867.91,30.86,9.32,53.25,43.43
2024,"Johnson County, TX",48251,None checked,1,None checked,1,2264,0.0006,28.64,38.56,38.82,3358.34,28.42,9.95,50.5,47.15
2024,"Kaufman County, TX",48257,At least one checked,0,None checked,1,13,0,29.77,39.15,39.85,3452.23,27.37,9.83,67.33,15.00
2024,"Kaufman County, TX",48257,None checked,1,At least one checked,0,312,0.0001,30.09,35.34,35.99,2686.42,29.76,9.45,53.1,44.11
2024,"Kaufman County, TX",48257,None checked,1,None checked,1,2665,0.0007,29.19,38.5,38.73,3304.04,28.48,10.18,49.62,47.82
2024,"Lubbock County, TX",48303,At least one checked,0,None checked,1,13,0,26.92,38.92,39.31,3280.31,24.23,9.17,30.67,18.50
2024,"Lubbock County, TX",48303,None checked,1,At least one checked,0,481,0.0001,28.33,35.33,36.08,2649.8,30.1,12.15,59.91,62.30
2024,"Lubbock County, TX",48303,None checked,1,None checked,1,3744,0.001,27.55,38.68,38.92,3277.36,28.33,12.13,46.35,47.36
2024,"McLennan County, TX",48309,At least one checked,0,None checked,1,25,0,27.44,38.96,39.12,3623.04,27.36,10.54,32.5,29.20
2024,"McLennan County, TX",48309,None checked,1,At least one checked,0,476,0.0001,28.58,35.99,36.18,2815.98,30.57,8.81,55.31,59.17
2024,"McLennan County, TX",48309,None checked,1,None checked,1,2823,0.0008,28.09,38.63,38.75,3334.66,29.12,10.33,48.66,52.57
2024,"Midland County, TX",48329,At least one checked,0,None checked,1,18,0,28.44,38.83,39.61,3519.33,26.42,8.89,51.12,59.50
2024,"Midland County, TX",48329,None checked,1,At least one checked,0,414,0.0001,28.32,36.21,36.55,2815.9,28.65,9.56,58.18,56.30
2024,"Midland County, TX",48329,None checked,1,None checked,1,2803,0.0008,28.01,38.54,38.71,3286.31,27.57,10.32,51.61,51.48
2024,"Montgomery County, TX",48339,At least one checked,0,At least one checked,0,23,0,29.74,35.39,35.13,2663.87,24.95,7.13,77.08,36.20
2024,"Montgomery County, TX",48339,At least one checked,0,None checked,1,64,0,28.44,38.94,38.89,3649.97,26.42,10.17,57.28,40.55
2024,"Montgomery County, TX",48339,None checked,1,At least one checked,0,957,0.0003,30.08,35.9,36.35,2770.23,29.18,9.09,55.21,47.77
2024,"Montgomery County, TX",48339,None checked,1,None checked,1,8176,0.0023,29.55,38.59,38.78,3325.1,27.61,9.6,50.26,50.63
2024,"Nueces County, TX",48355,None checked,1,At least one checked,0,211,0.0001,28.88,33.7,35.01,2077.34,28.9,7.85,57.76,56.00
2024,"Nueces County, TX",48355,None checked,1,None checked,1,4029,0.0011,27.92,38.39,38.86,3228.9,29.36,10.2,49.37,54.41
2024,"Parker County, TX",48367,At least one checked,0,None checked,1,10,0,29,39.3,40.1,3874.6,27.8,11.1,77.2,Not Applicable
2024,"Parker County, TX",48367,None checked,1,At least one checked,0,196,0.0001,29.92,35.62,36.13,2714.56,28.64,10.09,50.26,41.84
2024,"Parker County, TX",48367,None checked,1,None checked,1,1887,0.0005,29.41,38.63,38.91,3390.84,26.96,10.64,45.34,42.88
2024,"Potter County, TX",48375,At least one checked,0,None checked,1,14,0,24.07,38.64,38.36,3320.36,29.9,8,34,34.00
2024,"Potter County, TX",48375,None checked,1,At least one checked,0,228,0.0001,26.79,36.05,36.25,2769.18,29.28,8.58,56.15,52.54
2024,"Potter County, TX",48375,None checked,1,None checked,1,1253,0.0003,26.83,38.58,38.64,3238.71,28.59,9.47,53.73,57.61
2024,"Randall County, TX",48381,At least one checked,0,None checked,1,20,0,26.45,38.1,38.2,3353,25.86,9.95,61.75,22.25
2024,"Randall County, TX",48381,None checked,1,At least one checked,0,299,0.0001,28.68,36.03,36.28,2745.04,29.11,9.34,53.59,51.49
2024,"Randall County, TX",48381,None checked,1,None checked,1,1457,0.0004,27.75,38.63,38.76,3264.84,27.81,10.41,46.56,45.85
2024,"Smith County, TX",48423,At least one checked,0,None checked,1,32,0,28.88,38.81,39.19,3530.38,27.06,12.23,47.62,54.57
2024,"Smith County, TX",48423,None checked,1,At least one checked,0,387,0.0001,28.99,35.67,36.06,2755.67,30.31,10.01,57.62,48.11
2024,"Smith County, TX",48423,None checked,1,None checked,1,2733,0.0008,28.43,38.6,38.83,3316.41,28.69,11.3,49.36,47.27
2024,"Tarrant County, TX",48439,At least one checked,0,At least one checked,0,36,0,28.78,35.92,35.97,2807.22,30.9,8.58,37.75,65.00
2024,"Tarrant County, TX",48439,At least one checked,0,None checked,1,120,0,30.07,38.92,39.16,3467.45,25.9,10.75,52.61,47.27
2024,"Tarrant County, TX",48439,None checked,1,At least one checked,0,2826,0.0008,29.62,35.5,35.92,2670.14,29.3,8.05,56.36,50.16
2024,"Tarrant County, TX",48439,None checked,1,None checked,1,24498,0.0068,29.06,38.51,38.68,3287.69,28.09,9.2,50.59,48.65
2024,"Taylor County, TX",48441,At least one checked,0,At least one checked,0,14,0,29.43,37.07,37.5,2904.57,27.59,8.5,46.9,66.00
2024,"Taylor County, TX",48441,At least one checked,0,None checked,1,27,0,26.81,38.33,38.37,3296.15,29.31,10.33,75.38,93.50
2024,"Taylor County, TX",48441,None checked,1,At least one checked,0,318,0.0001,28.09,36.54,36.6,2900.64,29.06,8.98,51.59,42.62
2024,"Taylor County, TX",48441,None checked,1,None checked,1,1563,0.0004,27.52,38.38,38.58,3255.95,28.47,9.13,46.62,42.94
2024,"Tom Green County, TX",48451,At least one checked,0,None checked,1,17,0,26.65,39.06,39.47,3459.88,27.19,12.24,38.2,71.33
2024,"Tom Green County, TX",48451,None checked,1,At least one checked,0,172,0,28.52,35.55,36.05,2722.55,31.11,9.91,48.76,46.32
2024,"Tom Green County, TX",48451,None checked,1,None checked,1,1290,0.0004,27.37,38.35,38.78,3265.56,29.05,11.17,48.07,44.68
2024,"Travis County, TX",48453,At least one checked,0,At least one checked,0,63,0,30.51,37.05,38.21,2955.35,25.61,10.89,47.66,46.00
2024,"Travis County, TX",48453,At least one checked,0,None checked,1,205,0.0001,29.79,38.8,38.78,3371.68,25.23,12.64,51.47,36.88
2024,"Travis County, TX",48453,None checked,1,At least one checked,0,1494,0.0004,30.47,35.99,36.92,2723.83,27.18,11.05,58.13,51.90
2024,"Travis County, TX",48453,None checked,1,None checked,1,14914,0.0041,30.42,38.65,38.96,3303.04,26.13,11.8,51.82,47.81
2024,"Webb County, TX",48479,None checked,1,At least one checked,0,324,0.0001,28,34.49,35.26,2365.42,29.58,9.13,58.55,50.81
2024,"Webb County, TX",48479,None checked,1,None checked,1,4046,0.0011,27.3,38.22,38.4,3223.36,28.85,10.44,53.41,51.55
2024,"Wichita County, TX",48485,None checked,1,At least one checked,0,258,0.0001,27.79,35.91,37.22,2762.81,30.08,12.49,47.49,37.89
2024,"Wichita County, TX",48485,None checked,1,None checked,1,1235,0.0003,27.28,38.64,39.39,3342.1,28.28,13.82,48.02,51.84
2024,"Williamson County, TX",48491,At least one checked,0,At least one checked,0,20,0,29.35,36.15,37.6,2777.15,25.57,9.58,41.14,35.00
2024,"Williamson County, TX",48491,At least one checked,0,None checked,1,51,0,30.8,38.35,38.51,3331.45,25.15,11.35,37.14,59.83
2024,"Williamson County, TX",48491,None checked,1,At least one checked,0,759,0.0002,30.86,36,36.75,2743.2,28.2,11.07,55.88,49.44
2024,"Williamson County, TX",48491,None checked,1,None checked,1,8495,0.0023,30.7,38.57,38.94,3305.8,26.78,11.84,49.28,45.97
2024,"Unidentified Counties, TX",48999,At least one checked,0,At least one checked,0,140,0,28.6,35.44,35.75,2732.99,28.3,8.9,52.29,52.75
2024,"Unidentified Counties, TX",48999,At least one checked,0,None checked,1,459,0.0001,26.62,38.57,38.79,3396.28,27.42,10.9,51.19,42.09
2024,"Unidentified Counties, TX",48999,None checked,1,At least one checked,0,6468,0.0018,28.27,35.65,36.21,2725.98,29.86,9.52,53.77,50.67
2024,"Unidentified Counties, TX",48999,None checked,1,None checked,1,51910,0.0143,27.57,38.5,38.81,3303.24,28.64,10.53,49.53,49.95
2024,"Cache County, UT",49005,At least one checked,0,At least one checked,0,11,0,30.55,35,35.82,2509.18,29.29,9.5,34.67,Not Applicable
2024,"Cache County, UT",49005,At least one checked,0,None checked,1,29,0,27.34,38.9,38.76,3471.62,26.19,11.24,42.29,34.83
2024,"Cache County, UT",49005,None checked,1,At least one checked,0,357,0.0001,28.72,36.79,36.9,2944.18,27.87,10.85,44.86,40.92
2024,"Cache County, UT",49005,None checked,1,None checked,1,1633,0.0004,28.5,38.65,38.65,3348.74,26.69,11.63,39.83,43.94
2024,"Davis County, UT",49011,At least one checked,0,At least one checked,0,33,0,29.45,35.7,36.03,2813.48,25.47,10.33,38.19,23.43
2024,"Davis County, UT",49011,At least one checked,0,None checked,1,76,0,30.8,38.68,39.14,3428.42,25.53,11.84,49,59.46
2024,"Davis County, UT",49011,None checked,1,At least one checked,0,716,0.0002,29.69,36.3,36.49,2880.23,28.33,10.46,43.09,40.14
2024,"Davis County, UT",49011,None checked,1,None checked,1,3767,0.001,29.24,38.58,38.81,3315.06,26.99,11.28,42.98,43.00
2024,"Salt Lake County, UT",49035,At least one checked,0,At least one checked,0,118,0,30.58,35.95,36.2,2860.64,28.07,9.83,58.33,36.41
2024,"Salt Lake County, UT",49035,At least one checked,0,None checked,1,316,0.0001,29.95,38.92,39.19,3437.08,26.73,10.58,55.24,41.93
2024,"Salt Lake County, UT",49035,None checked,1,At least one checked,0,1998,0.0006,30.32,36.34,36.65,2830.68,27.95,10.12,51.59,47.80
2024,"Salt Lake County, UT",49035,None checked,1,None checked,1,12159,0.0034,29.5,38.66,38.82,3287.49,26.79,10.66,47.16,45.92
2024,"Utah County, UT",49049,At least one checked,0,At least one checked,0,74,0,28.46,36.82,37.31,3085.34,25.48,10.62,47.32,44.79
2024,"Utah County, UT",49049,At least one checked,0,None checked,1,214,0.0001,27.93,38.83,39.08,3454.37,25.43,10.77,46.24,39.54
2024,"Utah County, UT",49049,None checked,1,At least one checked,0,2035,0.0006,29.02,36.77,36.97,2968.08,27.37,9.92,43.4,43.37
2024,"Utah County, UT",49049,None checked,1,None checked,1,10398,0.0029,28.67,38.68,38.83,3334.15,25.89,10.64,39.33,42.40
2024,"Washington County, UT",49053,At least one checked,0,None checked,1,10,0,27.6,37,37.1,3118.1,29.13,10,32.5,48.83
2024,"Washington County, UT",49053,None checked,1,At least one checked,0,206,0.0001,28.69,35.4,35.72,2653.86,27.88,8.23,54.34,43.46
2024,"Washington County, UT",49053,None checked,1,None checked,1,2289,0.0006,28.36,38.67,38.8,3334.49,25.99,9.99,43.2,42.98
2024,"Weber County, UT",49057,At least one checked,0,At least one checked,0,12,0,28.25,38,38.5,3430.42,28.48,11.3,50.8,29.00
2024,"Weber County, UT",49057,At least one checked,0,None checked,1,32,0,27.38,38.28,38.84,3509.06,27.39,10.97,40.38,21.25
2024,"Weber County, UT",49057,None checked,1,At least one checked,0,520,0.0001,28.63,35.97,36.27,2773.96,28.3,9.51,50.98,37.02
2024,"Weber County, UT",49057,None checked,1,None checked,1,2938,0.0008,28.43,38.52,38.71,3270.73,27.54,10.44,44.16,42.84
2024,"Unidentified Counties, UT",49999,At least one checked,0,At least one checked,0,45,0,29.71,35.62,35.8,2781.71,28.87,10.47,64.17,35.20
2024,"Unidentified Counties, UT",49999,At least one checked,0,None checked,1,104,0,28.02,38.75,38.76,3418.38,25.82,11.69,52.4,44.28
2024,"Unidentified Counties, UT",49999,None checked,1,At least one checked,0,885,0.0002,28.33,36.38,36.73,2853.05,27.72,10.01,49.1,42.15
2024,"Unidentified Counties, UT",49999,None checked,1,None checked,1,5682,0.0016,28.29,38.61,38.8,3299.17,26.83,11.02,43.79,47.10
2024,"Chittenden County, VT",50007,At least one checked,0,At least one checked,0,10,0,33.8,35,35.1,2527.3,26.73,9.5,37.6,42.25
2024,"Chittenden County, VT",50007,At least one checked,0,None checked,1,29,0,31.17,39.03,39.14,3342.52,26.03,11.43,29.9,35.38
2024,"Chittenden County, VT",50007,None checked,1,At least one checked,0,152,0,32.25,37.01,37.24,3026.52,27.79,10.77,66.28,43.87
2024,"Chittenden County, VT",50007,None checked,1,None checked,1,1082,0.0003,31.88,38.94,39.08,3393.27,26.13,11.78,44.77,36.77
2024,"Unidentified Counties, VT",50999,At least one checked,0,At least one checked,0,26,0,31.62,35.38,35.62,2830.23,29.8,11.15,43.67,24.14
2024,"Unidentified Counties, VT",50999,At least one checked,0,None checked,1,63,0,31.7,39.3,39.65,3633.38,27.68,12.54,48.27,37.94
2024,"Unidentified Counties, VT",50999,None checked,1,At least one checked,0,530,0.0001,30.4,37.15,37.45,2984.28,29.46,11.13,51.39,33.71
2024,"Unidentified Counties, VT",50999,None checked,1,None checked,1,3131,0.0009,30.06,38.95,39.16,3392.83,28.33,12.2,46.22,42.26
2024,"Arlington County, VA",51013,At least one checked,0,None checked,1,15,0,32.33,39.47,39.4,3471.07,23.28,12.47,69.5,73.67
2024,"Arlington County, VA",51013,None checked,1,At least one checked,0,147,0,33.19,36.18,36.34,2825.72,26.24,11.7,51.84,33.35
2024,"Arlington County, VA",51013,None checked,1,None checked,1,2219,0.0006,32.66,38.85,39.02,3366.52,25.94,11.8,50.24,38.23
2024,"Chesterfield County, VA",51041,At least one checked,0,None checked,1,47,0,30.57,38.62,38.83,3426.87,27.63,11.09,59.76,66.83
2024,"Chesterfield County, VA",51041,None checked,1,At least one checked,0,360,0.0001,30.73,34.83,35.39,2533.1,29.78,10.39,54.66,42.21
2024,"Chesterfield County, VA",51041,None checked,1,None checked,1,3695,0.001,30.54,38.61,38.84,3315.71,27.87,11.09,53.53,52.41
2024,"Fairfax County, VA",51059,At least one checked,0,At least one checked,0,13,0,31.54,35.77,36.08,2971.46,28.12,11.38,38.67,Not Applicable
2024,"Fairfax County, VA",51059,At least one checked,0,None checked,1,37,0,31.27,39.05,39.59,3460.89,25.94,10.73,60.71,51.00
2024,"Fairfax County, VA",51059,None checked,1,At least one checked,0,799,0.0002,32.68,35.83,36.14,2711.62,27.76,11.24,54.73,44.23
2024,"Fairfax County, VA",51059,None checked,1,None checked,1,11584,0.0032,32.07,38.61,38.82,3311.03,26.44,11.67,50.21,43.72
2024,"Henrico County, VA",51087,At least one checked,0,None checked,1,24,0,30.88,38.79,38.58,3298.96,25.07,10.71,43.14,16.00
2024,"Henrico County, VA",51087,None checked,1,At least one checked,0,332,0.0001,30.57,34.95,35.05,2490.31,29.09,9.24,58.26,43.65
2024,"Henrico County, VA",51087,None checked,1,None checked,1,3386,0.0009,30.86,38.71,38.83,3334.39,27.56,11.77,52.56,44.46
2024,"Loudoun County, VA",51107,At least one checked,0,None checked,1,48,0,31.77,38.77,39.23,3434.6,25.65,12.56,44.65,28.43
2024,"Loudoun County, VA",51107,None checked,1,At least one checked,0,456,0.0001,32.62,36.59,36.9,2881.02,27.37,11.61,51.81,44.64
2024,"Loudoun County, VA",51107,None checked,1,None checked,1,4036,0.0011,32.14,38.7,38.97,3325.5,26.39,12.07,48.86,46.40
2024,"Prince William County, VA",51153,At least one checked,0,None checked,1,30,0,29.4,38.93,38.87,3423.33,27.94,11.47,46.23,93.50
2024,"Prince William County, VA",51153,None checked,1,At least one checked,0,531,0.0001,31.09,36.1,36.31,2747.21,29.27,9.43,55.8,53.52
2024,"Prince William County, VA",51153,None checked,1,None checked,1,5591,0.0015,30.48,38.62,38.9,3310.97,27.96,10.34,53.38,47.53
2024,"Spotsylvania County, VA",51177,At least one checked,0,None checked,1,13,0,31.15,39.62,39.54,3648.62,28.43,11.23,64.86,20.50
2024,"Spotsylvania County, VA",51177,None checked,1,At least one checked,0,228,0.0001,30.89,36.47,36.62,2903.62,30.17,12.23,63.66,42.12
2024,"Spotsylvania County, VA",51177,None checked,1,None checked,1,1400,0.0004,29.27,38.74,38.92,3367.55,28.66,11.29,49.57,41.99
2024,"Stafford County, VA",51179,At least one checked,0,None checked,1,13,0,31.38,39.15,39.08,3490.15,24.57,14.85,33,15.50
2024,"Stafford County, VA",51179,None checked,1,At least one checked,0,222,0.0001,30.67,36.15,36.47,2871.39,29.49,12.13,56.69,52.06
2024,"Stafford County, VA",51179,None checked,1,None checked,1,1626,0.0004,30.63,38.74,38.98,3356.28,28.24,11.85,52.61,51.28
2024,"Alexandria city, VA",51510,At least one checked,0,None checked,1,10,0,34.6,38.4,39.2,3074.5,22.46,9.33,25,Not Applicable
2024,"Alexandria city, VA",51510,None checked,1,At least one checked,0,147,0,31.83,35.99,36.54,2752.15,26.63,10.88,63.8,45.60
2024,"Alexandria city, VA",51510,None checked,1,None checked,1,2148,0.0006,32.39,38.77,39.01,3320.79,26.14,11.78,50.37,40.89
2024,"Chesapeake city, VA",51550,At least one checked,0,None checked,1,15,0,32.8,39.2,38.87,3683.8,26.97,12.07,88,48.60
2024,"Chesapeake city, VA",51550,None checked,1,At least one checked,0,244,0.0001,29.98,35.96,36.65,2800.11,29.74,13.05,64.3,50.70
2024,"Chesapeake city, VA",51550,None checked,1,None checked,1,2257,0.0006,29.8,38.61,39.05,3326.13,28.34,12.89,52.41,54.18
2024,"Hampton city, VA",51650,At least one checked,0,None checked,1,13,0,29.38,38.62,38.77,3342.31,27.9,12.31,41.4,Not Applicable
2024,"Hampton city, VA",51650,None checked,1,At least one checked,0,174,0,29.16,35.3,35.54,2434.98,30.49,12.27,65.28,57.64
2024,"Hampton city, VA",51650,None checked,1,None checked,1,1317,0.0004,28.58,38.67,38.97,3263.74,29.11,12.34,53.91,50.75
2024,"Newport News city, VA",51700,At least one checked,0,None checked,1,21,0,29.14,39.33,39.9,3619.76,28.7,12.29,63.29,231.00
2024,"Newport News city, VA",51700,None checked,1,At least one checked,0,266,0.0001,29.26,35.64,35.82,2619.23,31.14,11.2,54.11,32.88
2024,"Newport News city, VA",51700,None checked,1,None checked,1,2083,0.0006,28.4,38.71,38.9,3286.51,29.36,11.69,53.4,42.12
2024,"Norfolk city, VA",51710,At least one checked,0,None checked,1,34,0,27.44,38.65,38.79,3522.32,27.04,12.12,51.56,43.22
2024,"Norfolk city, VA",51710,None checked,1,At least one checked,0,308,0.0001,29.56,35.17,35.68,2500.64,29.75,12.88,59.59,57.80
2024,"Norfolk city, VA",51710,None checked,1,None checked,1,2647,0.0007,28.44,38.51,38.83,3260.39,28.4,12.08,50.71,50.64
2024,"Richmond city, VA",51760,At least one checked,0,None checked,1,37,0,31.24,38.51,38.68,3223.22,26.25,11.05,50.62,54.67
2024,"Richmond city, VA",51760,None checked,1,At least one checked,0,301,0.0001,29.9,34.17,34.41,2291.67,28.61,8.35,65.01,40.48
2024,"Richmond city, VA",51760,None checked,1,None checked,1,2583,0.0007,29.67,38.57,38.7,3241.73,27.82,10.61,56.23,50.50
2024,"Virginia Beach city, VA",51810,At least one checked,0,At least one checked,0,11,0,30.09,35,35.36,2594.09,26.03,9.36,86.8,14.67
2024,"Virginia Beach city, VA",51810,At least one checked,0,None checked,1,26,0,31.04,38.81,39.23,3399.81,28.02,12.08,76.46,17.00
2024,"Virginia Beach city, VA",51810,None checked,1,At least one checked,0,458,0.0001,30.46,35.26,35.72,2611.33,29.25,12.31,57.01,55.17
2024,"Virginia Beach city, VA",51810,None checked,1,None checked,1,4273,0.0012,30.08,38.61,38.93,3332.79,27.67,12.34,49.44,51.87
2024,"Unidentified Counties, VA",51999,At least one checked,0,At least one checked,0,81,0,29.98,35.46,35.66,2835.6,29.41,10.72,58.98,51.29
2024,"Unidentified Counties, VA",51999,At least one checked,0,None checked,1,297,0.0001,28.75,38.96,39.08,3489.42,27.11,12.07,52.95,28.76
2024,"Unidentified Counties, VA",51999,None checked,1,At least one checked,0,4082,0.0011,29.53,35.77,36.06,2718.22,30.15,10.41,57.08,50.31
